id,type,chara,position,text,main,eye_brows,eye,mouse,option1,option2,option3,play_next,voice
1,instantiate,yukari,left,,,anger,half_open,laugh,,,sweat,1,
2,instantiate,maki,left,,,anger,normal,o,,,,1,
3,instantiate,itako,right,,,sad,guruguru,cat,spirit_sad,,,1,
4,instantiate,kiritan,right,,kiritan,sad,white_tears,gununu,,,,1,
5,instantiate,zunko,right,,,sad,close,mu,,,,1,
6,talk,itako,right,ちゅわーっ!!,,,,,,,,0,itako-22
7,talk,kiritan,right,やられたー！,,,,,,,,0,kiritan-18
8,talk,zunko,right,三姉妹揃っても\n敵わないとは...!,,,,,,,,0,zunko-11
9,talk,yukari,left,ど...どんなもんですか！,,,,,,,,0,
10,talk,maki,left,恐ろしい弾幕だった...,,,,,,,,0,
11,out,itako,right,,,,,,,,,1,
12,out,kiritan,right,,,,,,,,,1,
13,out,zunko,right,,,,,,,,,1,
14,instantiate,frimomen,right,,frimomen_noise,,,,,,,1,
15,talk,frimomen,right,あー、あー、テステス\nこちら実況解説席,,,,,,,,0,
16,talk,frimomen,right,只今を持って、\n残るチャレンジャーが\n二名となった！,,,,,,,,0,
17,talk,frimomen,right,決勝のフィールドを用意しているので、そちらのデバイスに接続されたし,,,,,,,,0,
18,talk,frimomen,right,以上\n健闘を祈る,,,,,,,,0,
19,out,frimomen,right,,,,,,,,,1,
20,talk,,center,ツー、ツー、ツー,,,,,,,,0,
21,talk,maki,left,もう私達だけに\nなってたんだね,,normal,normal,o,,,,0,
22,talk,yukari,left,決勝フィールドへの\nデバイス...?\n初耳ですね,,anger,half_open,mu,,,,0,
23,talk,maki,left,なんかパソコンが\n置いてあるね\nあれのことかな？,,normal,normal,laugh,,,,0,
24,talk,yukari,left,こんなところに\n鎮座されてるなんて、\nいかにも怪しいですね,,normal,half_open,omega,,,,0,
25,talk,maki,left,うーん、でもこれ多分\n行くしかないよねぇ,,sad,normal,laugh,,,,0,
26,talk,yukari,left,ええい、ままよ！\nせーのでやったりましょう！,,anger,normal,waxtu,,,nothing,0,
27,talk,maki,left,オッケー、せーの！,,normal,smile,laugh,,,,0,
28,talk,,center,転送システムを起動します,,,,,,,,0,
29,talk,yukari,left,うわああああ！\nな、なんか,,anger,white,waxtu,,,sweat,0,
30,talk,maki,left,吸い込まれるー！！,,anger,normal,laugh,,,,0,
31,out,yukari,left,,,,,,,,,1,
32,out,maki,left,,,,,,,,,1,
33,scene_change,,,stage6-1,,Stage6-Y,,,,,,0,
