id,type,chara,position,text,main,eye_brows,eye,mouse,option1,option2,option3,play_next,voice
1,instantiate,left_akane,left,,,normal,normal,omega,,,,1,
2,instantiate,maki,left,,,anger,normal,laugh,,,,1,
3,instantiate,zunko,right,,,sad,close,mu,,,,1,
4,talk,zunko,right,くうっ...\n参りました,,sad,close,mu,,,,0,
5,talk,left_akane,left,さすがやな！,,normal,smile,laugh,,,,0,
6,talk,maki,left,よし！さっそく\n二人を迎えに行こう！,,anger,smile,laugh,,,,0,
7,talk,left_akane,left,悪いけど先を急ぐんで、\nまたな！ずんちゃん！,,anger,normal,laugh,,,,0,
8,out,yukari,left,,,,,,,,,1,
9,out,maki,left,,,,,,,,,1,
10,out,left_akane,left,,,,,,,,,1,
11,out,zunko,right,,,,,,,,,1,
12,scene_change,,,Stage4-Movie,,,,,,,,0,
